timestamp,load_MW,temperature_C,humidity_percent,hour_of_day,day_of_week,month,is_weekend,is_holiday,is_anomaly
2023-01-02 06:00:00,485.13,25.6,75.7,6,0,1,0,0,0
2023-01-02 07:00:00,585.31,25.2,47.9,7,0,1,0,0,0
2023-01-02 08:00:00,574.85,27.3,76.8,8,0,1,0,0,0
2023-01-02 09:00:00,579.81,23.9,52.4,9,0,1,0,0,0
2023-01-02 10:00:00,650.66,29.7,81.5,10,0,1,0,0,0
2023-01-02 11:00:00,614.57,22.6,71.9,11,0,1,0,0,0
2023-01-02 12:00:00,655.43,27.0,75.3,12,0,1,0,0,0
2023-01-02 13:00:00,596.11,29.3,43.8,13,0,1,0,0,0
2023-01-02 14:00:00,596.92,20.9,66.2,14,0,1,0,0,0
2023-01-02 15:00:00,611.21,24.0,77.0,15,0,1,0,0,0
2023-01-02 16:00:00,593.69,28.4,78.8,16,0,1,0,0,0
2023-01-02 17:00:00,543.34,28.5,41.3,17,0,1,0,0,0
2023-01-02 18:00:00,497.35,24.5,82.3,18,0,1,0,0,0
2023-01-02 19:00:00,453.9,22.8,42.0,19,0,1,0,0,0
2023-01-02 20:00:00,388.29,27.9,67.7,20,0,1,0,0,0
2023-01-02 21:00:00,376.2,28.6,71.2,21,0,1,0,0,0
2023-01-02 22:00:00,358.84,21.5,44.8,22,0,1,0,1,0
2023-01-02 23:00:00,381.81,21.4,42.2,23,0,1,0,0,0
2023-01-03 00:00:00,358.87,25.7,75.3,0,1,1,0,0,0
2023-01-03 01:00:00,311.32,26.9,57.3,1,1,1,0,0,0
2023-01-03 02:00:00,378.48,24.1,44.8,2,1,1,0,0,0
2023-01-03 03:00:00,384.6,27.0,74.3,3,1,1,0,0,0
2023-01-03 04:00:00,408.37,22.9,78.2,4,1,1,0,0,0
2023-01-03 05:00:00,476.77,18.7,66.4,5,1,1,0,0,0
2023-01-03 06:00:00,526.08,23.7,47.3,6,1,1,0,0,0
2023-01-03 07:00:00,562.42,25.2,40.7,7,1,1,0,0,0
2023-01-03 08:00:00,554.34,24.2,71.5,8,1,1,0,0,0
2023-01-03 09:00:00,598.66,21.5,64.8,9,1,1,0,0,0
2023-01-03 10:00:00,638.52,19.6,69.3,10,1,1,0,0,0
2023-01-03 11:00:00,669.62,23.5,76.6,11,1,1,0,0,0
2023-01-03 12:00:00,638.36,27.7,59.5,12,1,1,0,0,0
2023-01-03 13:00:00,640.6,28.8,45.6,13,1,1,0,0,0
2023-01-03 14:00:00,602.6,28.6,82.3,14,1,1,0,0,0
2023-01-03 15:00:00,576.52,22.6,64.5,15,1,1,0,0,0
2023-01-03 16:00:00,595.68,21.5,67.7,16,1,1,0,0,0
2023-01-03 17:00:00,573.1,26.5,82.0,17,1,1,0,0,0
2023-01-03 18:00:00,498.58,26.9,81.9,18,1,1,0,0,0
2023-01-03 19:00:00,486.65,26.2,65.7,19,1,1,0,0,0
2023-01-03 20:00:00,434.43,19.0,53.4,20,1,1,0,0,0
2023-01-03 21:00:00,378.2,22.4,84.9,21,1,1,0,0,0
2023-01-03 22:00:00,379.53,24.9,70.6,22,1,1,0,0,0
2023-01-03 23:00:00,393.97,26.5,58.4,23,1,1,0,0,0
2023-01-04 00:00:00,349.52,27.3,65.2,0,2,1,0,0,0
2023-01-04 01:00:00,394.65,25.4,58.7,1,2,1,0,0,0
2023-01-04 02:00:00,305.03,26.0,80.0,2,2,1,0,1,0
2023-01-04 03:00:00,414.91,25.3,61.7,3,2,1,0,0,0
2023-01-04 04:00:00,427.61,27.1,77.1,4,2,1,0,0,0
2023-01-04 05:00:00,454.14,25.9,77.8,5,2,1,0,0,0
2023-01-04 06:00:00,502.74,25.2,77.1,6,2,1,0,0,0
2023-01-04 07:00:00,489.59,24.2,72.5,7,2,1,0,0,0
2023-01-04 08:00:00,569.97,25.2,78.5,8,2,1,0,0,0
2023-01-04 09:00:00,615.46,26.5,57.4,9,2,1,0,0,0
2023-01-04 10:00:00,667.32,25.8,45.2,10,2,1,0,0,0
2023-01-04 11:00:00,727.06,26.1,77.9,11,2,1,0,0,1
2023-01-04 12:00:00,630.27,29.0,62.4,12,2,1,0,0,0
2023-01-04 13:00:00,632.83,25.8,45.7,13,2,1,0,0,0
2023-01-04 14:00:00,653.28,23.1,45.2,14,2,1,0,0,0
2023-01-04 15:00:00,614.78,27.7,47.2,15,2,1,0,0,0
2023-01-04 16:00:00,245.84,20.9,73.8,16,2,1,0,0,1
2023-01-04 17:00:00,552.16,21.8,72.0,17,2,1,0,0,0
2023-01-04 18:00:00,502.94,26.0,49.2,18,2,1,0,0,0
2023-01-04 19:00:00,485.91,26.5,78.1,19,2,1,0,0,0
2023-01-04 20:00:00,407.98,21.3,52.7,20,2,1,0,0,0
2023-01-04 21:00:00,1131.13,23.9,75.7,21,2,1,0,0,1
2023-01-04 22:00:00,360.83,23.2,62.0,22,2,1,0,0,0
2023-01-04 23:00:00,319.07,23.5,72.9,23,2,1,0,0,0
2023-01-05 00:00:00,357.95,27.8,57.2,0,3,1,0,0,0
2023-01-05 01:00:00,362.19,27.1,55.6,1,3,1,0,0,0
2023-01-05 02:00:00,370.78,24.9,77.9,2,3,1,0,0,0
2023-01-05 03:00:00,388.64,23.4,41.6,3,3,1,0,0,0
2023-01-05 04:00:00,390.19,21.0,83.9,4,3,1,0,0,0
2023-01-05 05:00:00,451.24,29.3,69.2,5,3,1,0,0,0
2023-01-05 06:00:00,492.02,26.8,59.5,6,3,1,0,0,0
2023-01-05 07:00:00,519.36,22.9,68.3,7,3,1,0,0,0
2023-01-05 08:00:00,571.56,27.2,45.5,8,3,1,0,0,0
2023-01-05 09:00:00,616.77,24.8,63.1,9,3,1,0,0,0
2023-01-05 10:00:00,677.67,24.1,84.3,10,3,1,0,0,0
2023-01-05 11:00:00,649.87,26.3,50.6,11,3,1,0,0,0
2023-01-05 12:00:00,657.06,22.8,72.5,12,3,1,0,0,0
2023-01-05 13:00:00,643.65,24.0,59.6,13,3,1,0,0,0
2023-01-05 14:00:00,582.56,25.4,69.4,14,3,1,0,0,0
2023-01-05 15:00:00,606.04,23.5,49.2,15,3,1,0,1,0
2023-01-05 16:00:00,577.15,27.0,61.2,16,3,1,0,0,0
2023-01-05 17:00:00,601.05,30.6,84.1,17,3,1,0,0,0
2023-01-05 18:00:00,495.84,22.7,48.8,18,3,1,0,0,0
2023-01-05 19:00:00,469.37,20.0,68.6,19,3,1,0,0,0
2023-01-05 20:00:00,424.8,19.0,65.9,20,3,1,0,0,0
2023-01-05 21:00:00,365.39,24.5,65.4,21,3,1,0,0,0
2023-01-05 22:00:00,399.34,23.0,67.7,22,3,1,0,0,0
2023-01-05 23:00:00,374.59,25.6,62.6,23,3,1,0,0,0
2023-01-06 00:00:00,370.46,25.4,40.8,0,4,1,0,0,0
2023-01-06 01:00:00,333.07,20.2,80.5,1,4,1,0,0,0
2023-01-06 02:00:00,405.86,19.6,77.2,2,4,1,0,0,0
2023-01-06 03:00:00,359.59,25.9,47.8,3,4,1,0,0,0
2023-01-06 04:00:00,440.38,25.4,58.6,4,4,1,0,0,0
2023-01-06 05:00:00,516.65,23.7,74.7,5,4,1,0,0,0
2023-01-06 06:00:00,475.96,20.0,84.1,6,4,1,0,0,0
2023-01-06 07:00:00,525.39,26.4,82.8,7,4,1,0,0,0
2023-01-06 08:00:00,578.22,28.8,80.5,8,4,1,0,0,0
2023-01-06 09:00:00,594.22,25.8,47.1,9,4,1,0,0,0
2023-01-06 10:00:00,591.88,22.5,81.2,10,4,1,0,0,0
2023-01-06 11:00:00,647.35,25.1,79.5,11,4,1,0,0,0
2023-01-06 12:00:00,624.2,20.9,57.0,12,4,1,0,0,0
2023-01-06 13:00:00,657.49,28.2,57.8,13,4,1,0,0,0
2023-01-06 14:00:00,607.69,25.2,60.7,14,4,1,0,1,0
2023-01-06 15:00:00,645.59,19.7,69.5,15,4,1,0,0,0
2023-01-06 16:00:00,556.2,24.1,51.7,16,4,1,0,0,0
2023-01-06 17:00:00,531.56,26.4,41.0,17,4,1,0,0,0
2023-01-06 18:00:00,521.13,24.0,46.4,18,4,1,0,0,0
2023-01-06 19:00:00,431.2,24.2,59.8,19,4,1,0,0,0
2023-01-06 20:00:00,498.31,21.3,52.7,20,4,1,0,0,1
2023-01-06 21:00:00,427.42,26.7,74.4,21,4,1,0,0,0
2023-01-06 22:00:00,330.72,23.1,44.8,22,4,1,0,0,0
2023-01-06 23:00:00,360.55,18.5,81.3,23,4,1,0,0,0
2023-01-07 00:00:00,252.32,23.9,80.3,0,5,1,1,0,0
2023-01-07 01:00:00,268.95,27.9,80.9,1,5,1,1,0,0
2023-01-07 02:00:00,228.98,23.8,73.3,2,5,1,1,0,0
2023-01-07 03:00:00,243.58,30.2,44.8,3,5,1,1,0,0
2023-01-07 04:00:00,311.4,26.3,59.7,4,5,1,1,1,0
2023-01-07 05:00:00,331.1,26.0,45.9,5,5,1,1,0,0
2023-01-07 06:00:00,357.12,24.6,84.4,6,5,1,1,0,0
2023-01-07 07:00:00,386.7,24.8,55.0,7,5,1,1,0,0
2023-01-07 08:00:00,386.37,24.2,66.3,8,5,1,1,0,0
2023-01-07 09:00:00,430.93,24.1,75.1,9,5,1,1,0,0
2023-01-07 10:00:00,449.14,26.6,81.4,10,5,1,1,1,0
2023-01-07 11:00:00,434.45,22.2,74.0,11,5,1,1,0,0
2023-01-07 12:00:00,502.54,21.8,70.4,12,5,1,1,1,0
2023-01-07 13:00:00,131.87,21.6,61.0,13,5,1,1,0,1
2023-01-07 14:00:00,412.05,31.1,67.2,14,5,1,1,0,0
2023-01-07 15:00:00,1262.12,26.6,44.2,15,5,1,1,0,1
2023-01-07 16:00:00,379.05,25.9,79.8,16,5,1,1,1,0
2023-01-07 17:00:00,397.77,21.8,64.5,17,5,1,1,0,0
2023-01-07 18:00:00,379.89,26.9,41.8,18,5,1,1,0,0
2023-01-07 19:00:00,303.24,24.7,81.4,19,5,1,1,0,0
2023-01-07 20:00:00,322.52,25.6,62.0,20,5,1,1,0,0
2023-01-07 21:00:00,287.02,22.1,79.1,21,5,1,1,0,0
2023-01-07 22:00:00,280.57,25.5,78.6,22,5,1,1,0,0
2023-01-07 23:00:00,296.95,23.7,76.7,23,5,1,1,0,0
2023-01-08 00:00:00,239.83,22.7,42.8,0,6,1,1,0,0
2023-01-08 01:00:00,230.7,27.2,51.1,1,6,1,1,0,0
2023-01-08 02:00:00,237.8,20.4,79.4,2,6,1,1,0,0
2023-01-08 03:00:00,256.34,26.7,80.5,3,6,1,1,0,0
2023-01-08 04:00:00,296.56,27.1,60.6,4,6,1,1,0,0
2023-01-08 05:00:00,332.34,22.4,59.8,5,6,1,1,0,0
2023-01-08 06:00:00,357.91,22.5,47.9,6,6,1,1,0,0
2023-01-08 07:00:00,398.86,24.3,83.6,7,6,1,1,0,0
2023-01-08 08:00:00,403.83,25.8,49.6,8,6,1,1,0,0
2023-01-08 09:00:00,461.6,24.5,48.6,9,6,1,1,0,0
2023-01-08 10:00:00,435.34,26.3,69.7,10,6,1,1,0,0
2023-01-08 11:00:00,520.45,30.3,50.9,11,6,1,1,0,0
2023-01-08 12:00:00,471.67,23.5,82.2,12,6,1,1,0,0
2023-01-08 13:00:00,431.03,19.9,40.5,13,6,1,1,0,0
2023-01-08 14:00:00,415.2,27.5,40.3,14,6,1,1,0,0
2023-01-08 15:00:00,437.36,30.0,62.7,15,6,1,1,0,0
2023-01-08 16:00:00,397.97,26.2,62.0,16,6,1,1,0,0
2023-01-08 17:00:00,396.08,21.7,47.4,17,6,1,1,0,0
2023-01-08 18:00:00,362.9,24.6,62.3,18,6,1,1,0,0
2023-01-08 19:00:00,322.07,21.6,58.5,19,6,1,1,0,0
2023-01-08 20:00:00,277.41,26.9,80.1,20,6,1,1,0,0
2023-01-08 21:00:00,238.96,20.9,40.4,21,6,1,1,0,0
2023-01-08 22:00:00,248.99,24.1,83.9,22,6,1,1,0,0
2023-01-08 23:00:00,271.08,22.0,68.1,23,6,1,1,0,0
2023-01-09 00:00:00,356.45,25.4,46.8,0,0,1,0,0,0
2023-01-09 01:00:00,325.07,23.9,42.1,1,0,1,0,0,0
2023-01-09 02:00:00,375.54,25.5,64.2,2,0,1,0,0,0
2023-01-09 03:00:00,404.68,25.1,50.6,3,0,1,0,0,0
2023-01-09 04:00:00,404.03,22.0,53.6,4,0,1,0,1,0
2023-01-09 05:00:00,466.15,26.9,51.0,5,0,1,0,0,0
2023-01-09 06:00:00,502.59,24.9,69.3,6,0,1,0,0,0
2023-01-09 07:00:00,447.35,22.0,64.9,7,0,1,0,0,1
2023-01-09 08:00:00,449.36,31.7,43.5,8,0,1,0,0,1
2023-01-09 09:00:00,621.24,26.4,63.7,9,0,1,0,0,0
2023-01-09 10:00:00,658.14,24.5,75.6,10,0,1,0,0,0
2023-01-09 11:00:00,672.4,29.2,43.7,11,0,1,0,0,0
2023-01-09 12:00:00,616.73,30.5,80.0,12,0,1,0,0,0
2023-01-09 13:00:00,622.62,24.6,66.0,13,0,1,0,0,0
2023-01-09 14:00:00,643.96,26.0,82.8,14,0,1,0,0,0
2023-01-09 15:00:00,620.1,22.0,46.7,15,0,1,0,0,0
2023-01-09 16:00:00,589.07,24.6,84.7,16,0,1,0,0,0
2023-01-09 17:00:00,636.34,24.4,69.0,17,0,1,0,0,0
2023-01-09 18:00:00,515.47,25.6,65.5,18,0,1,0,0,0
2023-01-09 19:00:00,490.77,26.0,63.2,19,0,1,0,0,0
2023-01-09 20:00:00,450.06,26.7,41.1,20,0,1,0,0,0
2023-01-09 21:00:00,411.44,25.7,82.3,21,0,1,0,0,0
2023-01-09 22:00:00,363.44,21.4,69.0,22,0,1,0,0,0
2023-01-09 23:00:00,375.32,22.2,44.1,23,0,1,0,0,0
2023-01-10 00:00:00,331.92,23.4,40.9,0,1,1,0,0,0
2023-01-10 01:00:00,350.43,24.2,42.3,1,1,1,0,0,0
2023-01-10 02:00:00,359.21,28.2,67.4,2,1,1,0,0,0
2023-01-10 03:00:00,397.23,21.5,67.6,3,1,1,0,0,0
2023-01-10 04:00:00,484.13,23.9,62.5,4,1,1,0,0,0
2023-01-10 05:00:00,122.18,27.9,53.8,5,1,1,0,0,1
2023-01-10 06:00:00,518.43,24.1,63.9,6,1,1,0,0,0
2023-01-10 07:00:00,499.78,26.4,63.2,7,1,1,0,0,0
2023-01-10 08:00:00,564.48,24.6,40.9,8,1,1,0,0,0
2023-01-10 09:00:00,634.58,25.8,52.7,9,1,1,0,0,0
2023-01-10 10:00:00,632.8,24.3,42.4,10,1,1,0,0,0
2023-01-10 11:00:00,619.24,27.0,80.5,11,1,1,0,0,0
2023-01-10 12:00:00,633.42,20.4,72.6,12,1,1,0,0,0
2023-01-10 13:00:00,663.19,23.9,84.8,13,1,1,0,0,0
2023-01-10 14:00:00,612.96,25.9,53.6,14,1,1,0,0,0
2023-01-10 15:00:00,612.8,26.6,79.5,15,1,1,0,0,0
2023-01-10 16:00:00,577.47,29.5,67.1,16,1,1,0,0,0
2023-01-10 17:00:00,523.87,23.8,60.4,17,1,1,0,0,0
2023-01-10 18:00:00,554.94,29.4,50.0,18,1,1,0,0,0
2023-01-10 19:00:00,478.37,23.0,73.2,19,1,1,0,0,0
2023-01-10 20:00:00,375.72,29.0,80.7,20,1,1,0,0,0
2023-01-10 21:00:00,399.95,27.5,50.6,21,1,1,0,0,0
2023-01-10 22:00:00,354.91,22.3,47.9,22,1,1,0,0,0
2023-01-10 23:00:00,377.79,25.9,71.3,23,1,1,0,0,0
2023-01-11 00:00:00,331.56,24.8,84.0,0,2,1,0,0,0
2023-01-11 01:00:00,353.62,26.9,73.7,1,2,1,0,0,0
2023-01-11 02:00:00,384.11,24.3,52.8,2,2,1,0,0,0
2023-01-11 03:00:00,416.97,24.1,58.9,3,2,1,0,0,0
2023-01-11 04:00:00,396.39,29.1,57.3,4,2,1,0,0,0
2023-01-11 05:00:00,454.22,24.7,78.3,5,2,1,0,0,0
2023-01-11 06:00:00,489.53,27.5,74.7,6,2,1,0,0,0
2023-01-11 07:00:00,523.9,24.3,66.5,7,2,1,0,0,0
2023-01-11 08:00:00,620.56,30.0,52.4,8,2,1,0,0,0
2023-01-11 09:00:00,617.62,23.0,82.2,9,2,1,0,1,0
2023-01-11 10:00:00,599.81,23.2,69.4,10,2,1,0,0,0
2023-01-11 11:00:00,669.27,29.6,83.7,11,2,1,0,0,0
2023-01-11 12:00:00,704.5,23.7,66.1,12,2,1,0,0,0
2023-01-11 13:00:00,672.15,29.8,77.0,13,2,1,0,0,0
2023-01-11 14:00:00,593.37,27.7,76.6,14,2,1,0,0,0
2023-01-11 15:00:00,595.42,24.5,55.2,15,2,1,0,0,0
2023-01-11 16:00:00,608.14,19.6,83.4,16,2,1,0,0,0
2023-01-11 17:00:00,522.6,24.9,41.0,17,2,1,0,0,0
2023-01-11 18:00:00,512.57,25.3,74.6,18,2,1,0,0,0
2023-01-11 19:00:00,482.03,28.5,83.5,19,2,1,0,0,0
2023-01-11 20:00:00,403.31,29.8,55.3,20,2,1,0,0,0
2023-01-11 21:00:00,393.94,22.9,69.2,21,2,1,0,0,0
2023-01-11 22:00:00,290.56,27.4,65.3,22,2,1,0,0,0
2023-01-11 23:00:00,331.01,27.3,74.3,23,2,1,0,0,0
2023-01-12 00:00:00,345.2,28.2,79.0,0,3,1,0,0,0
2023-01-12 01:00:00,325.43,26.5,67.1,1,3,1,0,0,0
2023-01-12 02:00:00,412.43,19.2,76.7,2,3,1,0,0,0
2023-01-12 03:00:00,359.71,24.5,54.1,3,3,1,0,0,0
2023-01-12 04:00:00,415.53,21.5,50.3,4,3,1,0,0,0
2023-01-12 05:00:00,465.99,24.4,59.4,5,3,1,0,0,0
2023-01-12 06:00:00,537.58,27.9,70.5,6,3,1,0,0,0
2023-01-12 07:00:00,504.48,25.9,48.4,7,3,1,0,0,0
2023-01-12 08:00:00,661.3,28.4,70.6,8,3,1,0,0,1
2023-01-12 09:00:00,607.88,26.0,57.7,9,3,1,0,0,0
2023-01-12 10:00:00,606.93,21.1,75.8,10,3,1,0,0,0
2023-01-12 11:00:00,658.02,17.4,41.7,11,3,1,0,0,0
2023-01-12 12:00:00,656.56,25.4,70.1,12,3,1,0,0,0
2023-01-12 13:00:00,631.47,24.4,69.2,13,3,1,0,0,0
2023-01-12 14:00:00,633.24,22.1,82.3,14,3,1,0,1,0
2023-01-12 15:00:00,598.03,19.9,72.1,15,3,1,0,0,0
2023-01-12 16:00:00,579.44,22.8,75.8,16,3,1,0,0,0
2023-01-12 17:00:00,556.98,24.4,80.7,17,3,1,0,0,0
2023-01-12 18:00:00,541.26,27.0,70.4,18,3,1,0,0,0
2023-01-12 19:00:00,431.85,25.6,53.1,19,3,1,0,0,0
2023-01-12 20:00:00,479.95,29.8,79.1,20,3,1,0,0,0
2023-01-12 21:00:00,346.76,21.9,73.6,21,3,1,0,0,0
2023-01-12 22:00:00,367.94,27.6,59.1,22,3,1,0,0,0
2023-01-12 23:00:00,371.46,25.1,72.0,23,3,1,0,0,0
2023-01-13 00:00:00,143.63,27.1,79.0,0,4,1,0,0,1
2023-01-13 01:00:00,341.2,23.7,83.9,1,4,1,0,0,0
2023-01-13 02:00:00,366.55,28.2,82.9,2,4,1,0,0,0
2023-01-13 03:00:00,383.27,25.9,54.6,3,4,1,0,0,0
2023-01-13 04:00:00,411.94,23.0,59.0,4,4,1,0,0,0
2023-01-13 05:00:00,484.09,25.0,44.9,5,4,1,0,0,0
2023-01-13 06:00:00,510.61,24.3,51.1,6,4,1,0,0,0
2023-01-13 07:00:00,523.19,26.5,79.7,7,4,1,0,0,0
2023-01-13 08:00:00,599.18,21.5,56.2,8,4,1,0,0,0
2023-01-13 09:00:00,615.45,24.9,67.9,9,4,1,0,0,0
2023-01-13 10:00:00,651.93,26.2,70.0,10,4,1,0,0,0
2023-01-13 11:00:00,662.34,25.1,75.2,11,4,1,0,0,0
2023-01-13 12:00:00,630.99,29.0,48.2,12,4,1,0,1,0
2023-01-13 13:00:00,632.61,27.3,53.7,13,4,1,0,0,0
2023-01-13 14:00:00,650.31,25.0,60.2,14,4,1,0,0,0
2023-01-13 15:00:00,623.06,25.7,56.4,15,4,1,0,0,0
2023-01-13 16:00:00,576.22,25.9,84.2,16,4,1,0,0,0
2023-01-13 17:00:00,543.5,26.2,77.6,17,4,1,0,0,0
2023-01-13 18:00:00,533.69,19.5,61.6,18,4,1,0,0,0
2023-01-13 19:00:00,448.14,24.1,79.6,19,4,1,0,0,0
2023-01-13 20:00:00,440.44,20.5,55.6,20,4,1,0,0,0
2023-01-13 21:00:00,390.65,28.8,75.4,21,4,1,0,0,0
2023-01-13 22:00:00,366.43,24.8,50.1,22,4,1,0,0,0
2023-01-13 23:00:00,384.36,24.4,74.8,23,4,1,0,0,0
2023-01-14 00:00:00,267.42,27.7,60.5,0,5,1,1,0,0
2023-01-14 01:00:00,270.71,26.3,44.8,1,5,1,1,0,0
2023-01-14 02:00:00,293.5,21.6,52.3,2,5,1,1,0,0
2023-01-14 03:00:00,278.08,24.8,58.1,3,5,1,1,0,0
2023-01-14 04:00:00,316.36,24.0,73.7,4,5,1,1,0,0
2023-01-14 05:00:00,316.88,19.8,43.3,5,5,1,1,0,0
2023-01-14 06:00:00,359.92,22.9,69.7,6,5,1,1,0,0
2023-01-14 07:00:00,375.75,24.4,72.2,7,5,1,1,0,0
2023-01-14 08:00:00,406.76,24.7,69.4,8,5,1,1,0,0
2023-01-14 09:00:00,440.96,20.6,74.2,9,5,1,1,0,0
2023-01-14 10:00:00,422.32,28.5,48.0,10,5,1,1,0,0
2023-01-14 11:00:00,505.58,24.7,66.4,11,5,1,1,0,0
2023-01-14 12:00:00,431.7,25.1,82.4,12,5,1,1,0,0
2023-01-14 13:00:00,422.93,26.2,67.5,13,5,1,1,0,0
2023-01-14 14:00:00,471.75,22.6,67.5,14,5,1,1,0,0
2023-01-14 15:00:00,445.91,26.4,73.1,15,5,1,1,0,0
2023-01-14 16:00:00,419.98,23.9,55.0,16,5,1,1,0,0
2023-01-14 17:00:00,394.77,22.3,71.5,17,5,1,1,0,0
2023-01-14 18:00:00,351.58,26.7,81.2,18,5,1,1,0,0
2023-01-14 19:00:00,302.29,29.5,40.5,19,5,1,1,0,0
2023-01-14 20:00:00,301.3,27.2,79.2,20,5,1,1,0,0
2023-01-14 21:00:00,260.73,27.8,49.8,21,5,1,1,0,0
2023-01-14 22:00:00,362.8,23.4,60.5,22,5,1,1,0,1
2023-01-14 23:00:00,246.82,20.2,78.4,23,5,1,1,0,0
2023-01-15 00:00:00,226.29,29.5,77.1,0,6,1,1,0,0
2023-01-15 01:00:00,242.47,31.2,80.1,1,6,1,1,0,0
2023-01-15 02:00:00,271.33,29.6,82.3,2,6,1,1,1,0
2023-01-15 03:00:00,263.6,24.0,60.1,3,6,1,1,0,0
2023-01-15 04:00:00,278.89,21.5,69.5,4,6,1,1,0,0
2023-01-15 05:00:00,330.87,21.8,57.6,5,6,1,1,0,0
2023-01-15 06:00:00,358.08,19.9,55.8,6,6,1,1,0,0
2023-01-15 07:00:00,366.47,24.7,59.4,7,6,1,1,0,0
2023-01-15 08:00:00,392.69,29.8,73.4,8,6,1,1,0,0
2023-01-15 09:00:00,416.79,24.6,62.6,9,6,1,1,0,1
2023-01-15 10:00:00,406.71,25.9,76.6,10,6,1,1,0,0
2023-01-15 11:00:00,159.03,29.1,73.5,11,6,1,1,0,1
2023-01-15 12:00:00,439.03,23.8,40.9,12,6,1,1,0,0
2023-01-15 13:00:00,448.08,31.1,68.4,13,6,1,1,0,0
2023-01-15 14:00:00,450.71,31.0,59.6,14,6,1,1,0,0
2023-01-15 15:00:00,463.14,24.6,60.5,15,6,1,1,0,0
2023-01-15 16:00:00,425.96,23.3,76.8,16,6,1,1,1,0
2023-01-15 17:00:00,375.2,27.1,64.6,17,6,1,1,0,0
2023-01-15 18:00:00,351.55,24.0,79.9,18,6,1,1,0,0
2023-01-15 19:00:00,299.79,21.5,72.1,19,6,1,1,0,0
2023-01-15 20:00:00,299.07,28.8,64.9,20,6,1,1,0,0
2023-01-15 21:00:00,270.58,28.6,74.0,21,6,1,1,0,0
2023-01-15 22:00:00,269.18,25.5,41.7,22,6,1,1,0,0
2023-01-15 23:00:00,229.95,21.2,41.2,23,6,1,1,0,0
2023-01-16 00:00:00,365.04,21.3,43.8,0,0,1,0,0,0
2023-01-16 01:00:00,395.5,25.3,59.7,1,0,1,0,0,0
2023-01-16 02:00:00,369.45,23.5,50.6,2,0,1,0,0,0
2023-01-16 03:00:00,406.05,24.0,84.3,3,0,1,0,0,0
2023-01-16 04:00:00,444.34,28.1,64.4,4,0,1,0,0,0
2023-01-16 05:00:00,453.24,27.2,69.8,5,0,1,0,0,0
2023-01-16 06:00:00,507.7,29.1,52.5,6,0,1,0,0,0
2023-01-16 07:00:00,541.24,22.0,54.5,7,0,1,0,0,0
2023-01-16 08:00:00,579.55,24.0,55.1,8,0,1,0,0,0
2023-01-16 09:00:00,588.85,27.3,71.4,9,0,1,0,0,0
2023-01-16 10:00:00,632.63,26.3,61.3,10,0,1,0,0,0
2023-01-16 11:00:00,659.46,29.6,63.3,11,0,1,0,0,0
2023-01-16 12:00:00,688.41,26.3,66.6,12,0,1,0,0,0
2023-01-16 13:00:00,671.01,30.5,74.6,13,0,1,0,0,0
2023-01-16 14:00:00,685.87,26.6,44.1,14,0,1,0,0,0
